Status,Borough,GISPropNum,OMPPropID,SubPropertyName,PropertyName,Feature,System,FeatureType,District,x,y
Activated,B,B001,B001,American Playground,American Playground,Play Equipment,B001-SPRAY01,Sprinkler,B-01,995942.28193132,204739.17641795
Under Construction,B,B007,B007-01,Bensonhurst Park Playground,Bensonhurst Park,Play Equipment,B007-01-SPRAY02,Sprinkler,B-11,984301.850934222,156751.750522807
Activated,B,B012,B012,Brower Park,Brower Park,Play Equipment,B012-SPRAY03,Sprinkler,B-08,999976.546552641,184806.013628985
Activated,B,B016,B016-01,Maria Hernandez Park Playground,Maria Hernandez Park,Play Equipment,B016-01-SPRAY06,Sprinkler,B-04,1005252.1223538,195326.741614148
Activated,B,B019,B019,Carroll Park,Carroll Park,Play Equipment,B019-SPRAY08,Sprinkler,B-06,985505.164472475,187419.019568726
Activated,B,B021,B021,Commodore Barry Park,Commodore Barry Park,Play Equipment,B021-SPRAY09,Sprinkler,B-02,990090.59788689,193320.583881065
Activated,B,B022,B022,Middleton Playground,Middleton Playground,Play Equipment,B022-SPRAY010,Sprinkler,B-01,996610.81286481,194556.789085805
Activated,B,B023,B023,Lafayette Playground,Lafayette Playground,Play Equipment,B023-SPRAY011,Sprinkler,B-03,1003643.47891755,191601.130955144
Activated,B,B025,B025,Cooper Park,Cooper Park,Play Equipment,B025-SPRAY012,Sprinkler,B-01,1001648.00456205,200087.143510639
Activated,B,B025,B025-01,Carnegie Plgd,Cooper Park,Play Equipment,B025-01-SPRAY013,Sprinkler,B-01,1001589.01583488,200121.243179976
Activated,B,B026,B026,Cuyler Gore Park,Cuyler Gore Park,Play Equipment,B026-SPRAY014,Sprinkler,B-02,992034.283632054,189081.253448978
Activated,B,B028,B028-01,Bay 8 Playground,Dyker Beach Park,Play Equipment,B028-01-SPRAY015,Sprinkler,B-10,979730.727202475,160325.843440219
Activated,B,B028,B028-03,Dyker Plgd,Dyker Beach Park,Play Equipment,B028-03-SPRAY016,Sprinkler,B-10,980709.637318134,162511.406654387
Activated,B,B032,B032-01,Fort Greene Plgd,Fort Greene Park,Play Equipment,B032-01-SPRAY017,Sprinkler,B-02,990591.16447106,191549.66091372
Activated,B,B032,B032-02,Fort Greene Park,Fort Greene Park,Play Equipment,B032-02-SPRAY018,Sprinkler,B-02,991553.228491798,190751.136264055
Activated,B,B043,B043,Greenpoint Playground,Greenpoint Playground,Play Equipment,B043-SPRAY019,Sprinkler,B-01,995612.412000457,207304.984009886
Activated,B,B050,B050,Van Voorhees Playground,Van Voorhees Playground,Play Equipment,B050-SPRAY020,Sprinkler,B-06,984438.127892643,190775.512855723
Activated,B,B051,B051,Kelly Park Playground,Kelly Park Playground,Play Equipment,B051-SPRAY021,Sprinkler,B-15,996011.938734471,159397.781648054
Activated,B,B052,B052-03,Leif Ericson Park Playground,Leif Ericson Park,Play Equipment,B052-03-SPRAY022,Sprinkler,B-10,980945.759549304,169100.705483645
Activated,B,B054,B054-01,Lincoln Terrace Park / Arthur S. Somers Playground,Lincoln Terrace / Arthur S. Somers Park,Play Equipment,B054-01-SPRAY023,Sprinkler,B-08,1004239.53940522,182073.698566481
Activated,B,B056,B056,Martin Luther King Jr. Playground,Martin Luther King Jr. Playground,Play Equipment,B056-SPRAY024,Sprinkler,B-05,1014647.0169498,182551.734683886
Activated,B,B057,B057-03,PS 278 Plgd,Marine Park,Play Equipment,B057-03-SPRAY025,Sprinkler,B-18,1001420.43382297,160424.277626559
Activated,B,B057,B057-04,Lenape Playground,Marine Park,Play Equipment,B057-04-SPRAY026,Sprinkler,B-18,1004655.45031879,160178.345375642
Activated,B,B057,B057-05,Dr John's Plgd,Marine Park,Play Equipment,B057-05-SPRAY027,Sprinkler,B-18,1004257.0042653,156720.354916304
Activated,B,B058,B058-01,Vincent V Abate Plgd,McCarren Park,Play Equipment,B058-01-SPRAY028,Sprinkler,B-01,998193.186012387,202014.400482893
Activated,B,B060,B060-01,McKinley Park Playground,McKinley Park,Play Equipment,B060-01-SPRAY029,Sprinkler,B-10,979569.663548216,167487.207726389
Activated,B,B061,B061,McLaughlin Park,McLaughlin Park,Play Equipment,B061-SPRAY030,Sprinkler,B-02,988119.062131807,193035.894489809
Activated,B,B066,B066-01,Owls Head Park,Owl's Head Park,Play Equipment,B066-01-SPRAY031,Sprinkler,B-10,975886.349064469,172573.666057392
Activated,B,B066,B066-02,Owls Head Park,Owl's Head Park,Play Equipment,B066-02-SPRAY032,Sprinkler,B-10,975693.028584972,172231.947252646
Activated,B,B068,B068-01,Detective Dillon Stewart Plgd,Parade Ground,Play Equipment,B068-01-SPRAY033,Sprinkler,B-14,993863.798345714,176569.296517565
Activated,B,B073,B073-02,Third St Plgd,Prospect Park,Play Equipment,B073-02-SPRAY034,Sprinkler,B-19,991774.53808856,182342.472963303
Activated,B,B073,B073-07,Vanderbilt Playground,Prospect Park,Play Equipment,B073-07-SPRAY035,Sprinkler,B-19,991752.309458464,177941.463392645
Activated,B,B073,B073-09,Imagination Plgd,Prospect Park,Play Equipment,B073-09-SPRAY036,Sprinkler,B-19,994508.119891718,179231.65339756
Activated,B,B073,B073-10,Lincoln Rd Plgd,Prospect Park,Play Equipment,B073-10-SPRAY037,Sprinkler,B-19,994386.35241872,180053.359103232
Activated,B,B073,B073-20,Harmony Playground,Prospect Park,Play Equipment,B073-20-SPRAY038,Sprinkler,B-19,990641.095145464,180995.527822554
Activated,B,B077,B077-01,Coffey Park Playground,Coffey Park,Play Equipment,B077-01-SPRAY039,Sprinkler,B-06,981747.494822472,185967.867615386
Activated,B,B078,B078,Grace Playground,Grace Playground,Play Equipment,B078-SPRAY040,Sprinkler,B-05,1013532.51655413,183893.967891812
Activated,B,B079,B079,Saratoga Park,Saratoga Park,Play Equipment,B079-SPRAY041,Sprinkler,B-03,1006714.92421822,188843.765078812
Broken,B,B082,B082-01B,Vinland Plgd,Shore Park and Parkway,Play Equipment,B082-01B-SPRAY042,Sprinkler,B-10,973139.627195716,164233.054129719
Broken,B,B082,B082-02,79 St Plgd,Shore Park and Parkway,Play Equipment,B082-02-SPRAY043,Sprinkler,B-10,973294.972357466,169360.757128894
Activated,B,B087,B087-01,Sunset Park Playground,Sunset Park,Play Equipment,B087-01-SPRAY044,Sprinkler,B-07,983001.42243272,175247.467468306
Activated,B,B088,B088,Herbert Von King Park,Herbert Von King Park,Play Equipment,B088-SPRAY045,Sprinkler,B-03,999261.934552382,190515.294856084
Activated,B,B088,B088,Herbert Von King Park,Herbert Von King Park,Play Equipment,B088-SPRAY046,Sprinkler,B-03,999053.639672055,190547.028732642
Activated,B,B088,B088-03,Herbert Von King Park,Herbert Von King Park,Play Equipment,B088-03-SPRAY047,Sprinkler,B-03,999114.850583109,190682.849816759
Activated,B,B097,B097,Sledge Playground,Sledge Playground,Play Equipment,B097-SPRAY048,Sprinkler,B-18,1012610.99477513,171795.31557998
Activated,B,B098,B098,Martin Luther Playground,Martin Luther Playground,Play Equipment,B098-SPRAY049,Sprinkler,B-07,978770.281288728,174553.898317396
Activated,B,B099,B099,Lt. Joseph Petrosino Park,Lt. Joseph Petrosino Park,Play Equipment,B099-SPRAY050,Sprinkler,B-11,984663.015566214,164838.412499055
Activated,B,B102,B102,Crispus Attucks Playground,Crispus Attucks Playground,Play Equipment,B102-SPRAY051,Sprinkler,B-02,995573.485871225,187592.723945722
Activated,B,B103,B103,Cypress Hills Playground,Cypress Hills Playground,Play Equipment,B103-SPRAY052,Sprinkler,B-05,1019846.10661722,183563.190338149
Activated,B,B105,B105,Taaffe Playground,Taaffe Playground,Play Equipment,B105-SPRAY053,Sprinkler,B-03,995144.640928387,192588.320581808
Activated,B,B106A,B106A,Scarangella Park,Scarangella Park,Play Equipment,B106A-SPRAY054,Sprinkler,B-13,988599.396144882,155929.635041058
Activated,B,B107,B107,Lion's Pride Playground,Lion's Pride Playground,Play Equipment,B107-SPRAY055,Sprinkler,B-05,1012057.38466188,180730.911553889
Activated,B,B109,B109,Bill Brown Playground,Bill Brown Playground,Play Equipment,B109-SPRAY056,Sprinkler,B-15,999341.498020216,155023.088625803
Activated,B,B111,B111,J.J. Byrne Playground,J.J. Byrne Playground,Play Equipment,B111-SPRAY057,Sprinkler,B-06,988491.128972977,184490.27214539
Activated,B,B114,B114-01,Monsignor Mcgolrick Playground,Msgr. McGolrick Park,Play Equipment,B114-01-SPRAY058,Sprinkler,B-01,999912.622206047,203489.960851982
Activated,B,B121,B121,Dodger Playground,Dodger Playground,Play Equipment,B121-SPRAY059,Sprinkler,B-09,997466.514893561,181511.400806561
Activated,B,B124,B124,William Sheridan Playground,William Sheridan Playground,Play Equipment,B124-SPRAY060,Sprinkler,B-01,994182.80656597,199855.47993198
Activated,B,B125,B125-01,Calvert Vaux Park Playground,Calvert Vaux Park,Play Equipment,B125-01-SPRAY061,Sprinkler,B-13,986869.730969056,153432.459261149
Activated,B,B128,B128,Colonel David Marcus Playground,Colonel David Marcus Playground,Play Equipment,B128-SPRAY063,Sprinkler,B-12,992763.856976047,161473.630186647
Activated,B,B129,B129-01,Leon S Kaiser Playground,Kaiser Park,Play Equipment,B129-01-SPRAY064,Sprinkler,B-13,985540.924571558,149929.026635482
Activated,B,B130,B130,Greenwood Playground,Greenwood Playground,Play Equipment,B130-SPRAY065,Sprinkler,B-07,990799.801520973,176227.960914149
Activated,B,B131,B131,Rudd Playground,Rudd Playground,Play Equipment,B131-SPRAY066,Sprinkler,B-04,1010492.88254155,188258.496892392
Activated,B,B137,B137,Sixteen Sycamores Playground,Sixteen Sycamores Playground,Play Equipment,B137-SPRAY067,Sprinkler,B-02,989517.803428798,189493.747374638
Activated,B,B139,B139,Heckscher Playground,Heckscher Playground,Play Equipment,B139-SPRAY068,Sprinkler,B-04,1006914.30866196,192536.128100886
Activated,B,B144,B144,Ocean Hill Playground,Ocean Hill Playground,Play Equipment,B144-SPRAY069,Sprinkler,B-16,1008608.54346247,185000.898092642
Activated,B,B149A,B149A,Elton Playground,Elton Playground,Play Equipment,B149A-SPRAY071,Sprinkler,B-05,1017335.70973514,181916.104721561
Activated,B,B149B,B149B,Linwood Playground,Linwood Playground,Play Equipment,B149B-SPRAY072,Sprinkler,B-05,1017437.67147347,181979.844095394
Activated,B,B150,B150,Kolbert Playground,Kolbert Playground,Play Equipment,B150-SPRAY073,Sprinkler,B-14,995907.646292135,165189.43312247
Activated,B,B151,B151,Dome Playground,Dome Playground,Play Equipment,B151-SPRAY074,Sprinkler,B-12,989746.856448382,171792.905807897
Activated,B,B152,B152,Rappaport Playground,Rappaport Playground,Play Equipment,B152-SPRAY075,Sprinkler,B-12,984058.478389471,171343.471995472
Activated,B,B153,B153,South Pacific Playground,South Pacific Playground,Play Equipment,B153-SPRAY076,Sprinkler,B-16,1006358.25432789,185445.000222817
Activated,B,B154,B154,Berry Playground,Berry Playground,Play Equipment,B154-SPRAY077,Sprinkler,B-01,994365.245505556,198913.906683892
Activated,B,B156,B156,Powell Playground,Powell Playground,Play Equipment,B156-SPRAY078,Sprinkler,B-16,1010650.87960088,183853.577552646
Activated,B,B157,B157,Kelly Park Playground,Kelly Park Playground,Play Equipment,B157-SPRAY079,Sprinkler,B-15,996334.311449304,159472.728348553
Activated,B,B158,B158,Garibaldi Playground,Garibaldi Playground,Play Equipment,B158-SPRAY080,Sprinkler,B-11,984223.441642224,161137.88315472
Activated,B,B159,B159-01,Mt Prospect Park Playground,Mount Prospect Park,Play Equipment,B159-01-SPRAY081,Sprinkler,B-08,993673.298726722,184126.87949948
Activated,B,B161,B161,Underhill Playground,Underhill Playground,Play Equipment,B161-SPRAY082,Sprinkler,B-08,993758.521325305,185805.839724227
Activated,B,B162,B162,Brizzi Playground,Brizzi Playground,Play Equipment,B162-SPRAY083,Sprinkler,B-12,985735.086912885,173326.451953396
Activated,B,B163,B163,Sperandeo Brothers Playground,Sperandeo Brothers Playground,Play Equipment,B163-SPRAY084,Sprinkler,B-05,1016298.99527314,185982.881692975
Activated,B,B164,B164,Bath Beach Park,Bath Beach Park,Play Equipment,B164-SPRAY085,Sprinkler,B-11,981167.435287058,158764.104109644
Activated,B,B166B,B166B,Homecrest Playground,Homecrest Playground,Play Equipment,B166B-SPRAY086,Sprinkler,B-15,996112.448047891,152811.420476973
Activated,B,B167,B167,La Guardia Playground,La Guardia Playground,Play Equipment,B167-SPRAY087,Sprinkler,B-01,995409.294926643,198116.845285892
Activated,B,B169A,B169A,Brighton Playground,Brighton Playground,Play Equipment,B169A-SPRAY088,Sprinkler,B-13,993862.919082388,148831.87922348
Activated,B,B169B,B169B,Poseidon Playground,Poseidon Playground,Play Equipment,B169B-SPRAY089,Sprinkler,B-13,986449.412912055,147835.531478643
Activated,B,B169,B169-ZN05B,Coney Island Beach Zone 5b,Coney Island Beach & Boardwalk,Play Equipment,B169-ZN05B-SPRAY090,Sprinkler,B-13,988846.706345811,147811.627983137
Activated,B,B192,B192,Russell Pedersen Playground,Russell Pedersen Playground,Play Equipment,B192-SPRAY091,Sprinkler,B-10,974206.681163966,167486.122098639
Under Construction,B,B193,B193,Hamilton Metz Field,Hamilton Metz Field,Play Equipment,B193-SPRAY092,Sprinkler,B-09,1000628.40817604,180672.718428805
Activated,B,B197,B197,Mellett Playground,Mellett Playground,Play Equipment,B197-SPRAY093,Sprinkler,B-15,996067.30115655,156777.594303146
Activated,B,B200,B200,Elizabeth Stroud Playground,Elizabeth Stroud Playground,Play Equipment,B200-SPRAY094,Sprinkler,B-03,1003363.28525221,186903.206295892
Activated,B,B207,B207,Sarsfield Playground,Sarsfield Playground,Play Equipment,B207-SPRAY095,Sprinkler,B-18,1001606.47642989,165237.060979977
Activated,B,B208,B208,Pfc Norton Playground,Pfc Norton Playground,Play Equipment,B208-SPRAY096,Sprinkler,B-15,999547.283697888,163189.700901478
Activated,B,B209,B209,Galapo Playground,Galapo Playground,Play Equipment,B209-SPRAY097,Sprinkler,B-15,999043.460558548,157146.769417807
Activated,B,B210A,B210A,John Allen Payne Playground,John Allen Payne Playground,Play Equipment,B210A-SPRAY098,Sprinkler,B-07,977622.30851905,172436.409442141
Activated,B,B210B,B210B,D'Emic Playground,D'Emic Playground,Play Equipment,B210B-SPRAY099,Sprinkler,B-07,982879.472873464,178278.133979141
Activated,B,B210I,B210I,Gonzalo Plasencia Playground,Gonzalo Plasencia Playground,Play Equipment,B210I-SPRAY0101,Sprinkler,B-07,981912.697904139,177030.900581225
Activated,B,B210J,B210J,Pena Herrera Playground,Pena Herrera Playground,Play Equipment,B210J-SPRAY0102,Sprinkler,B-07,980901.831159472,175840.108999565
Activated,B,B212,B212,Hot Spot Tot Lot,Hot Spot Tot Lot,Play Equipment,B212-SPRAY0103,Sprinkler,B-14,996264.326681137,169185.064894974
Activated,B,B214,B214-01,Linden Park,Linden Park,Play Equipment,B214-01-SPRAY0104,Sprinkler,B-05,1015699.01254922,179290.274999469
Activated,B,B216,B216,Raymond Bush Playground,Raymond Bush Playground,Play Equipment,B216-SPRAY0105,Sprinkler,B-03,1001014.40313896,189343.022938564
Activated,B,B217,B217,Marcy Playground,Marcy Playground,Play Equipment,B217-SPRAY0106,Sprinkler,B-03,997861.660756811,192677.46377623
Activated,B,B218,B218,Paerdegat Park,Paerdegat Park,Play Equipment,B218-SPRAY0107,Sprinkler,B-17,1001420.24320656,171745.420994728
Activated,B,B219,B219,Callahan-Kelly Playground,Callahan-Kelly Playground,Play Equipment,B219-SPRAY0108,Sprinkler,B-16,1010513.08263239,186435.358478307
Activated,B,B220,B220,Washington Hall Park,Washington Hall Park,Play Equipment,B220-SPRAY0109,Sprinkler,B-02,993460.516015798,192610.410432636
Activated,B,B223B,B223B,Dimattina Playground,Dimattina Playground,Play Equipment,B223B-SPRAY0110,Sprinkler,B-06,983670.822012558,187292.75472939
Activated,B,B223H,B223H,Harry Chapin Playground,Harry Chapin Playground,Play Equipment,B223H-SPRAY0111,Sprinkler,B-02,985657.399732306,194547.430836811
Activated,B,B223R,B223R,Jaime Campiz Playground,Jaime Campiz Playground,Play Equipment,B223R-SPRAY0112,Sprinkler,B-01,996897.710913047,199242.586144641
Activated,B,B224,B224,P.O. Reinaldo Salgado Playground,P.O. Reinaldo Salgado Playground,Play Equipment,B224-SPRAY0113,Sprinkler,B-03,1004817.67998121,189913.176653891
Activated,B,B225,B225,St. Andrew's Playground,St. Andrew's Playground,Play Equipment,B225-SPRAY0114,Sprinkler,B-03,1000272.43907171,186544.962261721
Activated,B,B228,B228,Dr. Green Playground,Dr. Green Playground,Play Equipment,B228-SPRAY0116,Sprinkler,B-16,1010033.15773922,182368.708475142
Activated,B,B230,B230,Nicholas Naquan Heyward Jr. Park,Nicholas Naquan Heyward Jr. Park,Play Equipment,B230-SPRAY0117,Sprinkler,B-06,987615.088074132,188689.089863225
Activated,B,B232,B232,Dean Playground,Dean Playground,Play Equipment,B232-SPRAY0118,Sprinkler,B-08,991686.780061975,187340.278256386
Activated,B,B234,B234,Tilden Playground,Tilden Playground,Play Equipment,B234-SPRAY0119,Sprinkler,B-17,1003279.3762993,175230.045259058
Activated,B,B235,B235,Herman Dolgon Playground,Herman Dolgon Playground,Play Equipment,B235-SPRAY0120,Sprinkler,B-15,1000911.57066747,157183.173544481
Activated,B,B237,B237,John Hancock Playground,John Hancock Playground,Play Equipment,B237-SPRAY0121,Sprinkler,B-03,996859.187696144,187873.542281731
Activated,B,B239,B239,Sheepshead Playground,Sheepshead Playground,Play Equipment,B239-SPRAY0122,Sprinkler,B-15,1000864.89326739,153801.707866475
Activated,B,B243,B243,Golconda Playground,Golconda Playground,Play Equipment,B243-SPRAY0123,Sprinkler,B-02,989162.1131953,193513.906985223
Activated,B,B244,B244,McDonald Playground,McDonald Playground,Play Equipment,B244-SPRAY0124,Sprinkler,B-15,991997.381474882,158077.925035804
Activated,B,B245,B245-02,St. John's Playground,St. John's Park,Play Equipment,B245-02-SPRAY0125,Sprinkler,B-08,1002073.42857997,184832.933861643
Activated,B,B246,B246,Jerome Playground,Jerome Playground,Play Equipment,B246-SPRAY0126,Sprinkler,B-05,1017657.72516721,179363.744340732
Activated,B,B247,B247,Breukelen Ballfields,Breukelen Ballfields,Play Equipment,B247-SPRAY0127,Sprinkler,B-18,1014077.17819447,177024.234912142
Activated,B,B248,B248,Fox Playground,Fox Playground,Play Equipment,B248-SPRAY0129,Sprinkler,B-18,1005366.47481538,169659.929430812
Activated,B,B249,B249,Van Dyke Playground,Van Dyke Playground,Play Equipment,B249-SPRAY0130,Sprinkler,B-16,1010880.30663546,181361.187852397
Activated,B,B250,B250,Nostrand Playground,Nostrand Playground,Play Equipment,B250-SPRAY0131,Sprinkler,B-17,998943.403672054,171763.261510223
Activated,B,B251,B251-04,Pat Parlato Plgd,Manhattan Beach Park,Play Equipment,B251-04-SPRAY0132,Sprinkler,B-15,999149.920163987,149570.47001473
Activated,B,B251,B251-08,Manhattan Beach Park Playground,Manhattan Beach Park,Play Equipment,B251-08-SPRAY0133,Sprinkler,B-15,1000736.00704221,149693.025795146
Activated,B,B252,B252,West Playground,West Playground,Play Equipment,B252-SPRAY0134,Sprinkler,B-13,992562.836708799,153168.345616146
Activated,B,B253,B253,Albert J. Parham Playground,Albert J. Parham Playground,Play Equipment,B253-SPRAY0135,Sprinkler,B-02,992355.184565052,190799.236889645
Broken,B,B254,B254,Wingate Park,Wingate Park,Play Equipment,B254-SPRAY0136,Sprinkler,B-09,999732.089758724,179215.95296964
Activated,B,B259,B259,Underwood Park,Underwood Park,Play Equipment,B259-SPRAY0137,Sprinkler,B-02,993562.788449049,190145.531832233
Activated,B,B260,B260,Howard Playground,Howard Playground,Play Equipment,B260-SPRAY0138,Sprinkler,B-16,1009746.23081964,184017.542119726
Activated,B,B261,B261,Sankofa Park,Sankofa Park,Play Equipment,B261-SPRAY0139,Sprinkler,B-05,1015829.12219713,181784.769682392
Activated,B,B262,B262,Potomac Playground,Potomac Playground,Play Equipment,B262-SPRAY0140,Sprinkler,B-03,999697.699735641,187776.995886892
Activated,B,B263,B263,Sumner Playground,Sumner Playground,Play Equipment,B263-SPRAY0141,Sprinkler,B-03,1000122.42165522,193317.992678895
Broken,B,B265,B265,Rainbow Playground,Rainbow Playground,Play Equipment,B265-SPRAY0142,Sprinkler,B-07,981179.177389547,172644.25548315
Activated,B,B266,B266,Star Spangled Playground,Star Spangled Playground,Play Equipment,B266-SPRAY0143,Sprinkler,B-03,995910.193203046,191355.622587889
Activated,B,B267,B267,Winthrop Playground,Winthrop Playground,Play Equipment,B267-SPRAY0144,Sprinkler,B-09,996910.766333133,178485.701805472
Activated,B,B268,B268,Nautilus Playground,Nautilus Playground,Play Equipment,B268-SPRAY0145,Sprinkler,B-13,985286.786300301,147571.270196139
Activated,B,B269,B269,Jesse Owens Playground,Jesse Owens Playground,Play Equipment,B269-SPRAY0146,Sprinkler,B-03,1002998.44116564,191169.307343721
Activated,B,B271,B271,Railroad Playground,Railroad Playground,Play Equipment,B271-SPRAY0147,Sprinkler,B-17,1008036.54755921,175895.667615473
Broken,B,B272,B272,Marlboro Playground,Marlboro Playground,Play Equipment,B272-SPRAY0148,Sprinkler,B-13,989570.405685797,154674.116226643
Activated,B,B274,B274,Bayview Playground,Bayview Playground,Play Equipment,B274-SPRAY0149,Sprinkler,B-18,1015638.33616139,170612.349113896
Activated,B,B275,B275,Grady Playground,Grady Playground,Play Equipment,B275-SPRAY0150,Sprinkler,B-13,994051.748101055,151700.371517971
Activated,B,B277,B277,Benson Playground,Benson Playground,Play Equipment,B277-SPRAY0151,Sprinkler,B-11,983622.123619139,158759.18121922
Activated,B,B284,B284,Marc And Jason's Playground,Marc And Jason's Playground,Play Equipment,B284-SPRAY0152,Sprinkler,B-09,998253.261679634,181018.601267233
Activated,B,B285,B285,Harry Maze Playground,Harry Maze Playground,Play Equipment,B285-SPRAY0153,Sprinkler,B-17,1005569.9327418,173700.1953004
Activated,B,B286,B286,Bartlett Playground,Bartlett Playground,Play Equipment,B286-SPRAY0154,Sprinkler,B-01,999196.413664713,194637.985773816
Activated,B,B288,B288,Slope Park Playground,Slope Park Playground,Play Equipment,B288-SPRAY0155,Sprinkler,B-07,987178.634878799,180180.383783563
Activated,B,B291,B291,Power Playground,Power Playground,Play Equipment,B291-SPRAY0156,Sprinkler,B-18,1004426.95733746,164486.161235064
Activated,B,B292,B292,Pratt Playground,Pratt Playground,Play Equipment,B292-SPRAY0157,Sprinkler,B-02,994642.014308974,191624.826117724
Activated,B,B293,B293,Classon Playground,Classon Playground,Play Equipment,B293-SPRAY0158,Sprinkler,B-02,995187.069321215,190456.545973971
Activated,B,B294,B294,Jackie Robinson Park Playground,Jackie Robinson Park Playground,Play Equipment,B294-SPRAY0159,Sprinkler,B-03,1004272.36611121,187104.248544722
Activated,B,B295,B295,Oxport Playground,Oxport Playground,Play Equipment,B295-SPRAY0160,Sprinkler,B-02,990837.359516725,193433.475059479
Broken,B,B296,B296,Luna Playground,Luna Playground,Play Equipment,B296-SPRAY0161,Sprinkler,B-13,990250.055245131,149164.08295539
Activated,B,B297,B297,Albemarle Playground,Albemarle Playground,Play Equipment,B297-SPRAY0162,Sprinkler,B-12,989641.338286727,174603.550777137
Activated,B,B298,B298,Stockton Playground,Stockton Playground,Play Equipment,B298-SPRAY0163,Sprinkler,B-03,998482.359318554,193319.893593728
Activated,B,B300,B300,Oracle Playground,Oracle Playground,Play Equipment,B300-SPRAY0164,Sprinkler,B-02,992148.106567144,192095.614218145
Activated,B,B301,B301,Greene Playground,Greene Playground,Play Equipment,B301-SPRAY0165,Sprinkler,B-02,993706.380025386,189275.899713233
Activated,B,B304,B304,Kennedy King Playground,Kennedy King Playground,Play Equipment,B304-SPRAY0166,Sprinkler,B-17,1005882.34386238,179230.328597053
Activated,B,B306,B306,Playground 286,Playground 286,Play Equipment,B306-SPRAY0167,Sprinkler,B-15,1001357.12883147,154610.397193983
Activated,B,B307,B307,Tiger Playground,Tiger Playground,Play Equipment,B307-SPRAY0168,Sprinkler,B-04,1008938.18814438,190037.720696136
Activated,B,B309,B309,Pink Playground,Pink Playground,Play Equipment,B309-SPRAY0169,Sprinkler,B-05,1022348.71611329,182146.829981893
Activated,B,B311,B311,Ten Eyck Playground,Ten Eyck Playground,Play Equipment,B311-SPRAY0171,Sprinkler,B-01,1001220.19439405,197536.922561228
Activated,B,B313,B313,El Shabazz Playground,El Shabazz Playground,Play Equipment,B313-SPRAY0172,Sprinkler,B-03,1003540.76291564,188045.315560221
Activated,B,B315,B315,Surf Playground,Surf Playground,Play Equipment,B315-SPRAY0173,Sprinkler,B-13,986374.195870891,148297.139479309
Activated,B,B316,B316,DiGilio Playground,DiGilio Playground,Play Equipment,B316-SPRAY0174,Sprinkler,B-14,990597.588670805,169760.885265648
Activated,B,B317,B317,Lafayette Gardens Playground,Lafayette Gardens Playground,Play Equipment,B317-SPRAY0175,Sprinkler,B-03,996034.424909964,190575.067718565
Activated,B,B320,B320,Park Slope Playground,Park Slope Playground,Play Equipment,B320-SPRAY0176,Sprinkler,B-06,990199.398850381,185865.792360231
Activated,B,B321,B321,Edmonds Playground,Edmonds Playground,Play Equipment,B321-SPRAY0177,Sprinkler,B-02,992144.115433394,190367.546808138
Activated,B,B322,B322,Pulaski Playground,Pulaski Playground,Play Equipment,B322-SPRAY0178,Sprinkler,B-03,1000416.4312378,191980.749290391
Activated,B,B323,B323,Hattie Carthan Playground,Hattie Carthan Playground,Play Equipment,B323-SPRAY0179,Sprinkler,B-03,999187.73881331,189064.534322306
Activated,B,B329,B329,Lindower Park,Lindower Park,Play Equipment,B329-SPRAY0180,Sprinkler,B-18,1008815.83569879,162294.075724229
Activated,B,B330,B330,Hickman Playground,Hickman Playground,Play Equipment,B330-SPRAY0182,Sprinkler,B-18,1008403.19315138,165280.294489309
Broken,B,B332,B332,Evergreen Playground,Evergreen Playground,Play Equipment,B332-SPRAY0183,Sprinkler,B-04,1008999.98231214,189256.604476228
Activated,B,B334,B334,Fermi Playground,Fermi Playground,Play Equipment,B334-SPRAY0184,Sprinkler,B-04,1004126.4690933,194532.674960806
Activated,B,B337,B337,Century Playground,Century Playground,Play Equipment,B337-SPRAY0185,Sprinkler,B-13,992491.328649714,149429.950533896
Activated,B,B339,B339,Newport Playground,Newport Playground,Play Equipment,B339-SPRAY0187,Sprinkler,B-16,1010043.32372938,180060.391241386
Activated,B,B340,B340,Garden Playground,Garden Playground,Play Equipment,B340-SPRAY0188,Sprinkler,B-04,1001354.68559488,194710.023359388
Under Construction,B,B342,B342,100% Playground,100% Playground,Play Equipment,B342-SPRAY0189,Sprinkler,B-18,1012240.78455755,174807.636326983
Under Construction,B,B342,B342,100% Playground,100% Playground,Play Equipment,B342-SPRAY0190,Sprinkler,B-18,1012240.78455755,174807.636326983
Activated,B,B343,B343,Osborn Playground,Osborn Playground,Play Equipment,B343-SPRAY0191,Sprinkler,B-16,1010346.66662663,178193.547862231
Activated,B,B345,B345,Ethan Allen Playground,Ethan Allen Playground,Play Equipment,B345-SPRAY0192,Sprinkler,B-05,1015622.7984628,178187.16204822
Activated,B,B348,B348,Willoughby Playground,Willoughby Playground,Play Equipment,B348-SPRAY0193,Sprinkler,B-03,998997.184404388,192295.128582894
Activated,B,B349,B349,Bath Playground,Bath Playground,Play Equipment,B349-SPRAY0194,Sprinkler,B-11,986155.168421804,156040.41073814
Activated,B,B350,B350,Stroud Playground,Stroud Playground,Play Equipment,B350-SPRAY0195,Sprinkler,B-08,994819.04413864,185173.733704984
Activated,B,B352,B352,Curtis Playground,Curtis Playground,Play Equipment,B352-SPRAY0196,Sprinkler,B-18,1007169.45250864,172803.307986557
Activated,B,B353,B353,Bergen Beach Playground,Bergen Beach Playground,Play Equipment,B353-SPRAY0197,Sprinkler,B-18,1009363.5038948,166056.463540643
